,first,second,label
917,['Spinach Peas & Pear Stage 2 Baby Food'],"['Happy Baby Spinach, Mango, and Pear Baby Food', 'Broccoli & Apple Stage 2 Baby Food']",3
918,"['Baby Food Stage 2 Blueberry Pear & Purple Carrot', 'Happy Baby Spinach, Mango, and Pear Baby Food']",['Broccoli & Apple Stage 2 Baby Food'],3
919,"['Baby Food Stage 2 Blueberry Pear & Purple Carrot', 'Broccoli & Apple Stage 2 Baby Food']","['Happy Baby Spinach, Mango, and Pear Baby Food']",3
920,"['Happy Baby Spinach, Mango, and Pear Baby Food', 'Broccoli & Apple Stage 2 Baby Food']",['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
921,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],"['Happy Baby Spinach, Mango, and Pear Baby Food', 'Broccoli & Apple Stage 2 Baby Food']",3
922,"['Happy Baby Spinach, Mango, and Pear Baby Food']","['Baby Food Stage 2 Blueberry Pear & Purple Carrot', 'Broccoli & Apple Stage 2 Baby Food']",3
923,['Broccoli & Apple Stage 2 Baby Food'],"['Baby Food Stage 2 Blueberry Pear & Purple Carrot', 'Happy Baby Spinach, Mango, and Pear Baby Food']",3
924,"['Organic Whole String Cheese', 'Broccoli & Apple Stage 2 Baby Food']",['Organic Whole Milk'],3
925,"['Organic Whole String Cheese', 'Organic Whole Milk']",['Broccoli & Apple Stage 2 Baby Food'],3
926,"['Broccoli & Apple Stage 2 Baby Food', 'Organic Whole Milk']",['Organic Whole String Cheese'],3
927,['Organic Whole String Cheese'],"['Broccoli & Apple Stage 2 Baby Food', 'Organic Whole Milk']",3
928,['Broccoli & Apple Stage 2 Baby Food'],"['Organic Whole String Cheese', 'Organic Whole Milk']",3
929,['Organic Whole Milk'],"['Organic Whole String Cheese', 'Broccoli & Apple Stage 2 Baby Food']",3
930,"['Organic Whole String Cheese', 'Broccoli & Apple Stage 2 Baby Food']",['Spinach Peas & Pear Stage 2 Baby Food'],3
931,"['Organic Whole String Cheese', 'Spinach Peas & Pear Stage 2 Baby Food']",['Broccoli & Apple Stage 2 Baby Food'],3
932,"['Broccoli & Apple Stage 2 Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']",['Organic Whole String Cheese'],3
933,['Organic Whole String Cheese'],"['Broccoli & Apple Stage 2 Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']",3
934,['Broccoli & Apple Stage 2 Baby Food'],"['Organic Whole String Cheese', 'Spinach Peas & Pear Stage 2 Baby Food']",3
935,['Spinach Peas & Pear Stage 2 Baby Food'],"['Organic Whole String Cheese', 'Broccoli & Apple Stage 2 Baby Food']",3
936,"['Organic Whole String Cheese', 'Baby Food Stage 2 Blueberry Pear & Purple Carrot']",['Broccoli & Apple Stage 2 Baby Food'],3
937,"['Baby Food Stage 2 Blueberry Pear & Purple Carrot', 'Broccoli & Apple Stage 2 Baby Food']",['Organic Whole String Cheese'],3
938,"['Organic Whole String Cheese', 'Broccoli & Apple Stage 2 Baby Food']",['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
939,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],"['Organic Whole String Cheese', 'Broccoli & Apple Stage 2 Baby Food']",3
940,['Organic Whole String Cheese'],"['Baby Food Stage 2 Blueberry Pear & Purple Carrot', 'Broccoli & Apple Stage 2 Baby Food']",3
941,['Broccoli & Apple Stage 2 Baby Food'],"['Organic Whole String Cheese', 'Baby Food Stage 2 Blueberry Pear & Purple Carrot']",3
942,"['Broccoli & Apple Stage 2 Baby Food', 'Organic Whole Milk']",['Spinach Peas & Pear Stage 2 Baby Food'],3
943,"['Broccoli & Apple Stage 2 Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']",['Organic Whole Milk'],3
944,"['Organic Whole Milk', 'Spinach Peas & Pear Stage 2 Baby Food']",['Broccoli & Apple Stage 2 Baby Food'],3
945,['Broccoli & Apple Stage 2 Baby Food'],"['Organic Whole Milk', 'Spinach Peas & Pear Stage 2 Baby Food']",3
946,['Organic Whole Milk'],"['Broccoli & Apple Stage 2 Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']",3
947,['Spinach Peas & Pear Stage 2 Baby Food'],"['Broccoli & Apple Stage 2 Baby Food', 'Organic Whole Milk']",3
948,"['Baby Food Stage 2 Blueberry Pear & Purple Carrot', 'Broccoli & Apple Stage 2 Baby Food']",['Organic Whole Milk'],3
949,"['Baby Food Stage 2 Blueberry Pear & Purple Carrot', 'Organic Whole Milk']",['Broccoli & Apple Stage 2 Baby Food'],3
950,"['Broccoli & Apple Stage 2 Baby Food', 'Organic Whole Milk']",['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
951,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],"['Broccoli & Apple Stage 2 Baby Food', 'Organic Whole Milk']",3
952,['Broccoli & Apple Stage 2 Baby Food'],"['Baby Food Stage 2 Blueberry Pear & Purple Carrot', 'Organic Whole Milk']",3
953,['Organic Whole Milk'],"['Baby Food Stage 2 Blueberry Pear & Purple Carrot', 'Broccoli & Apple Stage 2 Baby Food']",3
954,"['Stage 2 Sweet Potato Corn & Apple Baby Food', 'Broccoli & Apple Stage 2 Baby Food']",['Spinach Peas & Pear Stage 2 Baby Food'],3
955,"['Stage 2 Sweet Potato Corn & Apple Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']",['Broccoli & Apple Stage 2 Baby Food'],3
956,"['Broccoli & Apple Stage 2 Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']",['Stage 2 Sweet Potato Corn & Apple Baby Food'],3
957,['Stage 2 Sweet Potato Corn & Apple Baby Food'],"['Broccoli & Apple Stage 2 Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']",3
958,['Broccoli & Apple Stage 2 Baby Food'],"['Stage 2 Sweet Potato Corn & Apple Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']",3
959,['Spinach Peas & Pear Stage 2 Baby Food'],"['Stage 2 Sweet Potato Corn & Apple Baby Food', 'Broccoli & Apple Stage 2 Baby Food']",3
960,"['Stage 2 Sweet Potato Corn & Apple Baby Food', 'Baby Food Stage 2 Blueberry Pear & Purple Carrot']",['Broccoli & Apple Stage 2 Baby Food'],3
961,"['Stage 2 Sweet Potato Corn & Apple Baby Food', 'Broccoli & Apple Stage 2 Baby Food']",['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
962,"['Baby Food Stage 2 Blueberry Pear & Purple Carrot', 'Broccoli & Apple Stage 2 Baby Food']",['Stage 2 Sweet Potato Corn & Apple Baby Food'],3
963,['Stage 2 Sweet Potato Corn & Apple Baby Food'],"['Baby Food Stage 2 Blueberry Pear & Purple Carrot', 'Broccoli & Apple Stage 2 Baby Food']",3
964,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],"['Stage 2 Sweet Potato Corn & Apple Baby Food', 'Broccoli & Apple Stage 2 Baby Food']",3
965,['Broccoli & Apple Stage 2 Baby Food'],"['Stage 2 Sweet Potato Corn & Apple Baby Food', 'Baby Food Stage 2 Blueberry Pear & Purple Carrot']",3
966,"['Extra Virgin Olive Oil', 'Broccoli & Apple Stage 2 Baby Food']",['Spinach Peas & Pear Stage 2 Baby Food'],3
967,"['Extra Virgin Olive Oil', 'Spinach Peas & Pear Stage 2 Baby Food']",['Broccoli & Apple Stage 2 Baby Food'],3
968,"['Broccoli & Apple Stage 2 Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']",['Extra Virgin Olive Oil'],3
969,['Extra Virgin Olive Oil'],"['Broccoli & Apple Stage 2 Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']",3
970,['Broccoli & Apple Stage 2 Baby Food'],"['Extra Virgin Olive Oil', 'Spinach Peas & Pear Stage 2 Baby Food']",3
971,['Spinach Peas & Pear Stage 2 Baby Food'],"['Extra Virgin Olive Oil', 'Broccoli & Apple Stage 2 Baby Food']",3
972,"['Extra Virgin Olive Oil', 'Baby Food Stage 2 Blueberry Pear & Purple Carrot']",['Broccoli & Apple Stage 2 Baby Food'],3
973,"['Extra Virgin Olive Oil', 'Broccoli & Apple Stage 2 Baby Food']",['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
974,"['Baby Food Stage 2 Blueberry Pear & Purple Carrot', 'Broccoli & Apple Stage 2 Baby Food']",['Extra Virgin Olive Oil'],3
975,['Extra Virgin Olive Oil'],"['Baby Food Stage 2 Blueberry Pear & Purple Carrot', 'Broccoli & Apple Stage 2 Baby Food']",3
976,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],"['Extra Virgin Olive Oil', 'Broccoli & Apple Stage 2 Baby Food']",3
977,['Broccoli & Apple Stage 2 Baby Food'],"['Extra Virgin Olive Oil', 'Baby Food Stage 2 Blueberry Pear & Purple Carrot']",3
978,"['Pear & Mango Stage 2 Baby Food', 'Broccoli & Apple Stage 2 Baby Food']",['Spinach Peas & Pear Stage 2 Baby Food'],3
979,"['Pear & Mango Stage 2 Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']",['Broccoli & Apple Stage 2 Baby Food'],3
980,"['Broccoli & Apple Stage 2 Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']",['Pear & Mango Stage 2 Baby Food'],3
981,['Pear & Mango Stage 2 Baby Food'],"['Broccoli & Apple Stage 2 Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']",3
982,['Broccoli & Apple Stage 2 Baby Food'],"['Pear & Mango Stage 2 Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']",3
983,['Spinach Peas & Pear Stage 2 Baby Food'],"['Pear & Mango Stage 2 Baby Food', 'Broccoli & Apple Stage 2 Baby Food']",3
984,"['Baby Food Stage 2 Blueberry Pear & Purple Carrot', 'Broccoli & Apple Stage 2 Baby Food']",['Spinach Peas & Pear Stage 2 Baby Food'],3
985,"['Baby Food Stage 2 Blueberry Pear & Purple Carrot', 'Spinach Peas & Pear Stage 2 Baby Food']",['Broccoli & Apple Stage 2 Baby Food'],3
986,"['Broccoli & Apple Stage 2 Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']",['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
987,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],"['Broccoli & Apple Stage 2 Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']",3
988,['Broccoli & Apple Stage 2 Baby Food'],"['Baby Food Stage 2 Blueberry Pear & Purple Carrot', 'Spinach Peas & Pear Stage 2 Baby Food']",3
989,['Spinach Peas & Pear Stage 2 Baby Food'],"['Baby Food Stage 2 Blueberry Pear & Purple Carrot', 'Broccoli & Apple Stage 2 Baby Food']",3
990,"['Apple and Carrot Stage 2 Baby Food', 'Broccoli & Apple Stage 2 Baby Food']",['Spinach Peas & Pear Stage 2 Baby Food'],3
991,"['Apple and Carrot Stage 2 Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']",['Broccoli & Apple Stage 2 Baby Food'],3
992,"['Broccoli & Apple Stage 2 Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']",['Apple and Carrot Stage 2 Baby Food'],3
993,['Apple and Carrot Stage 2 Baby Food'],"['Broccoli & Apple Stage 2 Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']",3
994,['Broccoli & Apple Stage 2 Baby Food'],"['Apple and Carrot Stage 2 Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']",3
995,['Spinach Peas & Pear Stage 2 Baby Food'],"['Apple and Carrot Stage 2 Baby Food', 'Broccoli & Apple Stage 2 Baby Food']",3
996,"['Pear & Mango Stage 2 Baby Food', 'Baby Food Stage 2 Blueberry Pear & Purple Carrot']",['Broccoli & Apple Stage 2 Baby Food'],3
997,"['Pear & Mango Stage 2 Baby Food', 'Broccoli & Apple Stage 2 Baby Food']",['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
998,"['Baby Food Stage 2 Blueberry Pear & Purple Carrot', 'Broccoli & Apple Stage 2 Baby Food']",['Pear & Mango Stage 2 Baby Food'],3
999,['Pear & Mango Stage 2 Baby Food'],"['Baby Food Stage 2 Blueberry Pear & Purple Carrot', 'Broccoli & Apple Stage 2 Baby Food']",3
1000,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],"['Pear & Mango Stage 2 Baby Food', 'Broccoli & Apple Stage 2 Baby Food']",3
1001,['Broccoli & Apple Stage 2 Baby Food'],"['Pear & Mango Stage 2 Baby Food', 'Baby Food Stage 2 Blueberry Pear & Purple Carrot']",3
1002,"['Pear & Mango Stage 2 Baby Food', 'Apple and Carrot Stage 2 Baby Food']",['Broccoli & Apple Stage 2 Baby Food'],3
1003,"['Pear & Mango Stage 2 Baby Food', 'Broccoli & Apple Stage 2 Baby Food']",['Apple and Carrot Stage 2 Baby Food'],3
1004,"['Apple and Carrot Stage 2 Baby Food', 'Broccoli & Apple Stage 2 Baby Food']",['Pear & Mango Stage 2 Baby Food'],3
1005,['Pear & Mango Stage 2 Baby Food'],"['Apple and Carrot Stage 2 Baby Food', 'Broccoli & Apple Stage 2 Baby Food']",3
1006,['Apple and Carrot Stage 2 Baby Food'],"['Pear & Mango Stage 2 Baby Food', 'Broccoli & Apple Stage 2 Baby Food']",3
1007,['Broccoli & Apple Stage 2 Baby Food'],"['Pear & Mango Stage 2 Baby Food', 'Apple and Carrot Stage 2 Baby Food']",3
1008,"['Apple and Carrot Stage 2 Baby Food', 'Baby Food Stage 2 Blueberry Pear & Purple Carrot']",['Broccoli & Apple Stage 2 Baby Food'],3
1009,"['Apple and Carrot Stage 2 Baby Food', 'Broccoli & Apple Stage 2 Baby Food']",['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
1010,"['Baby Food Stage 2 Blueberry Pear & Purple Carrot', 'Broccoli & Apple Stage 2 Baby Food']",['Apple and Carrot Stage 2 Baby Food'],3
1011,['Apple and Carrot Stage 2 Baby Food'],"['Baby Food Stage 2 Blueberry Pear & Purple Carrot', 'Broccoli & Apple Stage 2 Baby Food']",3
1012,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],"['Apple and Carrot Stage 2 Baby Food', 'Broccoli & Apple Stage 2 Baby Food']",3
1013,['Broccoli & Apple Stage 2 Baby Food'],"['Apple and Carrot Stage 2 Baby Food', 'Baby Food Stage 2 Blueberry Pear & Purple Carrot']",3
1014,"['Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food', 'Organic Pears, Peas and Broccoli Puree Stage 1']",['Stage 1 Apples & Strawberries Organic Pureed Baby Food'],3
1015,"['Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food', 'Stage 1 Apples & Strawberries Organic Pureed Baby Food']","['Organic Pears, Peas and Broccoli Puree Stage 1']",3
1016,"['Stage 1 Apples & Strawberries Organic Pureed Baby Food', 'Organic Pears, Peas and Broccoli Puree Stage 1']",['Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food'],3
1017,['Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food'],"['Stage 1 Apples & Strawberries Organic Pureed Baby Food', 'Organic Pears, Peas and Broccoli Puree Stage 1']",3
1018,"['Organic Pears, Peas and Broccoli Puree Stage 1']","['Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food', 'Stage 1 Apples & Strawberries Organic Pureed Baby Food']",3
1019,['Stage 1 Apples & Strawberries Organic Pureed Baby Food'],"['Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food', 'Organic Pears, Peas and Broccoli Puree Stage 1']",3
1020,"['Peach,  Apricot & Banana Stage 2 Baby Food', 'Baby Food Stage 2 Pumpkin Banana']",['Spinach Peas & Pear Stage 2 Baby Food'],3
1021,"['Peach,  Apricot & Banana Stage 2 Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']",['Baby Food Stage 2 Pumpkin Banana'],3
1022,"['Baby Food Stage 2 Pumpkin Banana', 'Spinach Peas & Pear Stage 2 Baby Food']","['Peach,  Apricot & Banana Stage 2 Baby Food']",3
1023,"['Peach,  Apricot & Banana Stage 2 Baby Food']","['Baby Food Stage 2 Pumpkin Banana', 'Spinach Peas & Pear Stage 2 Baby Food']",3
1024,['Baby Food Stage 2 Pumpkin Banana'],"['Peach,  Apricot & Banana Stage 2 Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']",3
1025,['Spinach Peas & Pear Stage 2 Baby Food'],"['Peach,  Apricot & Banana Stage 2 Baby Food', 'Baby Food Stage 2 Pumpkin Banana']",3
1026,"['Peach,  Apricot & Banana Stage 2 Baby Food', 'Baby Food Stage 2 Pumpkin Banana']",['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
1027,"['Peach,  Apricot & Banana Stage 2 Baby Food', 'Baby Food Stage 2 Blueberry Pear & Purple Carrot']",['Baby Food Stage 2 Pumpkin Banana'],3
1028,"['Baby Food Stage 2 Blueberry Pear & Purple Carrot', 'Baby Food Stage 2 Pumpkin Banana']","['Peach,  Apricot & Banana Stage 2 Baby Food']",3
1029,"['Peach,  Apricot & Banana Stage 2 Baby Food']","['Baby Food Stage 2 Blueberry Pear & Purple Carrot', 'Baby Food Stage 2 Pumpkin Banana']",3
1030,['Baby Food Stage 2 Pumpkin Banana'],"['Peach,  Apricot & Banana Stage 2 Baby Food', 'Baby Food Stage 2 Blueberry Pear & Purple Carrot']",3
1031,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],"['Peach,  Apricot & Banana Stage 2 Baby Food', 'Baby Food Stage 2 Pumpkin Banana']",3
1032,"['Stage 2 Sweet Potato Corn & Apple Baby Food', 'Baby Food Stage 2 Blueberry Pear & Purple Carrot']","['Peach,  Apricot & Banana Stage 2 Baby Food']",3
1033,"['Stage 2 Sweet Potato Corn & Apple Baby Food', 'Peach,  Apricot & Banana Stage 2 Baby Food']",['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
1034,"['Peach,  Apricot & Banana Stage 2 Baby Food', 'Baby Food Stage 2 Blueberry Pear & Purple Carrot']",['Stage 2 Sweet Potato Corn & Apple Baby Food'],3
1035,['Stage 2 Sweet Potato Corn & Apple Baby Food'],"['Peach,  Apricot & Banana Stage 2 Baby Food', 'Baby Food Stage 2 Blueberry Pear & Purple Carrot']",3
1036,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],"['Stage 2 Sweet Potato Corn & Apple Baby Food', 'Peach,  Apricot & Banana Stage 2 Baby Food']",3
1037,"['Peach,  Apricot & Banana Stage 2 Baby Food']","['Stage 2 Sweet Potato Corn & Apple Baby Food', 'Baby Food Stage 2 Blueberry Pear & Purple Carrot']",3
1038,"['Pear & Mango Stage 2 Baby Food', 'Peach,  Apricot & Banana Stage 2 Baby Food']",['Spinach Peas & Pear Stage 2 Baby Food'],3
1039,"['Pear & Mango Stage 2 Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']","['Peach,  Apricot & Banana Stage 2 Baby Food']",3
1040,"['Peach,  Apricot & Banana Stage 2 Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']",['Pear & Mango Stage 2 Baby Food'],3
1041,['Pear & Mango Stage 2 Baby Food'],"['Peach,  Apricot & Banana Stage 2 Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']",3
1042,"['Peach,  Apricot & Banana Stage 2 Baby Food']","['Pear & Mango Stage 2 Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']",3
1043,['Spinach Peas & Pear Stage 2 Baby Food'],"['Pear & Mango Stage 2 Baby Food', 'Peach,  Apricot & Banana Stage 2 Baby Food']",3
1044,"['Peach,  Apricot & Banana Stage 2 Baby Food', 'Baby Food Stage 2 Blueberry Pear & Purple Carrot']",['Spinach Peas & Pear Stage 2 Baby Food'],3
1045,"['Peach,  Apricot & Banana Stage 2 Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']",['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
1046,"['Baby Food Stage 2 Blueberry Pear & Purple Carrot', 'Spinach Peas & Pear Stage 2 Baby Food']","['Peach,  Apricot & Banana Stage 2 Baby Food']",3
1047,"['Peach,  Apricot & Banana Stage 2 Baby Food']","['Baby Food Stage 2 Blueberry Pear & Purple Carrot', 'Spinach Peas & Pear Stage 2 Baby Food']",3
1048,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],"['Peach,  Apricot & Banana Stage 2 Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']",3
1049,['Spinach Peas & Pear Stage 2 Baby Food'],"['Peach,  Apricot & Banana Stage 2 Baby Food', 'Baby Food Stage 2 Blueberry Pear & Purple Carrot']",3
1050,"['Apple and Carrot Stage 2 Baby Food', 'Peach,  Apricot & Banana Stage 2 Baby Food']",['Spinach Peas & Pear Stage 2 Baby Food'],3
1051,"['Apple and Carrot Stage 2 Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']","['Peach,  Apricot & Banana Stage 2 Baby Food']",3
1052,"['Peach,  Apricot & Banana Stage 2 Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']",['Apple and Carrot Stage 2 Baby Food'],3
1053,['Apple and Carrot Stage 2 Baby Food'],"['Peach,  Apricot & Banana Stage 2 Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']",3
1054,"['Peach,  Apricot & Banana Stage 2 Baby Food']","['Apple and Carrot Stage 2 Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']",3
1055,['Spinach Peas & Pear Stage 2 Baby Food'],"['Apple and Carrot Stage 2 Baby Food', 'Peach,  Apricot & Banana Stage 2 Baby Food']",3
1056,"['Pear & Mango Stage 2 Baby Food', 'Peach,  Apricot & Banana Stage 2 Baby Food']",['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
1057,"['Pear & Mango Stage 2 Baby Food', 'Baby Food Stage 2 Blueberry Pear & Purple Carrot']","['Peach,  Apricot & Banana Stage 2 Baby Food']",3
1058,"['Peach,  Apricot & Banana Stage 2 Baby Food', 'Baby Food Stage 2 Blueberry Pear & Purple Carrot']",['Pear & Mango Stage 2 Baby Food'],3
1059,['Pear & Mango Stage 2 Baby Food'],"['Peach,  Apricot & Banana Stage 2 Baby Food', 'Baby Food Stage 2 Blueberry Pear & Purple Carrot']",3
1060,"['Peach,  Apricot & Banana Stage 2 Baby Food']","['Pear & Mango Stage 2 Baby Food', 'Baby Food Stage 2 Blueberry Pear & Purple Carrot']",3
1061,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],"['Pear & Mango Stage 2 Baby Food', 'Peach,  Apricot & Banana Stage 2 Baby Food']",3
1062,"['Apple and Carrot Stage 2 Baby Food', 'Peach,  Apricot & Banana Stage 2 Baby Food']",['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
1063,"['Apple and Carrot Stage 2 Baby Food', 'Baby Food Stage 2 Blueberry Pear & Purple Carrot']","['Peach,  Apricot & Banana Stage 2 Baby Food']",3
1064,"['Peach,  Apricot & Banana Stage 2 Baby Food', 'Baby Food Stage 2 Blueberry Pear & Purple Carrot']",['Apple and Carrot Stage 2 Baby Food'],3
1065,['Apple and Carrot Stage 2 Baby Food'],"['Peach,  Apricot & Banana Stage 2 Baby Food', 'Baby Food Stage 2 Blueberry Pear & Purple Carrot']",3
1066,"['Peach,  Apricot & Banana Stage 2 Baby Food']","['Apple and Carrot Stage 2 Baby Food', 'Baby Food Stage 2 Blueberry Pear & Purple Carrot']",3
1067,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],"['Apple and Carrot Stage 2 Baby Food', 'Peach,  Apricot & Banana Stage 2 Baby Food']",3
1068,"['Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food', 'Organic Pears, Peas and Broccoli Puree Stage 1']",['Organic Whole Milk'],3
1069,"['Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food', 'Organic Whole Milk']","['Organic Pears, Peas and Broccoli Puree Stage 1']",3
1070,"['Organic Pears, Peas and Broccoli Puree Stage 1', 'Organic Whole Milk']",['Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food'],3
1071,['Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food'],"['Organic Pears, Peas and Broccoli Puree Stage 1', 'Organic Whole Milk']",3
1072,"['Organic Pears, Peas and Broccoli Puree Stage 1']","['Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food', 'Organic Whole Milk']",3
1073,['Organic Whole Milk'],"['Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food', 'Organic Pears, Peas and Broccoli Puree Stage 1']",3
1074,"['Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food', 'Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food']","['Organic Apples, Carrots and Parsnips Puree']",3
1075,"['Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food', 'Organic Apples, Carrots and Parsnips Puree']",['Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food'],3
1076,"['Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food', 'Organic Apples, Carrots and Parsnips Puree']",['Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food'],3
1077,['Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food'],"['Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food', 'Organic Apples, Carrots and Parsnips Puree']",3
1078,['Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food'],"['Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food', 'Organic Apples, Carrots and Parsnips Puree']",3
1079,"['Organic Apples, Carrots and Parsnips Puree']","['Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food', 'Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food']",3
1080,"['Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food', 'Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food']","['Organic Pears, Peas and Broccoli Puree Stage 1']",3
1081,"['Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food', 'Organic Pears, Peas and Broccoli Puree Stage 1']",['Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food'],3
1082,"['Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food', 'Organic Pears, Peas and Broccoli Puree Stage 1']",['Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food'],3
1083,['Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food'],"['Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food', 'Organic Pears, Peas and Broccoli Puree Stage 1']",3
1084,['Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food'],"['Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food', 'Organic Pears, Peas and Broccoli Puree Stage 1']",3
1085,"['Organic Pears, Peas and Broccoli Puree Stage 1']","['Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food', 'Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food']",3
1086,"['Organic Apples, Carrots and Parsnips Puree', 'Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food']","['Organic Pears, Peas and Broccoli Puree Stage 1']",3
1087,"['Organic Apples, Carrots and Parsnips Puree', 'Organic Pears, Peas and Broccoli Puree Stage 1']",['Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food'],3
